,movie_name,id,short_comment,score,comment_time,votes,Fake,Marker1,Marker2,Marker3,Marker4,Marker5
0,一周的朋友,多半是在混,前半段就是普普通通青春片，带点小伏笔，后面有反转。推动剧情的情节设计稍显刻意，也有一些小槽点，不过不太影响整体的共情。对于一些“剧情“党，可能会觉得差点意思，不过我觉得对于绝大多数追求共情的普通观众，一些情节设计的瑕疵不会太大影响，它整体的情绪传达是循序渐进的，并且能打到你，对于一个主打共情的青春片这就足够了。另外我觉得这片子真的是有票房潜力的，希望票房能好点。7.5（加0.5是我对麦麦的粉丝滤镜😂）,4,2022-06-18 12:11:42,331,0,0,0,0,0,0
1,一周的朋友,Salines,沈月太可爱了吧,5,2022-06-18 12:22:15,218,1,1,1,1,1,0
2,一周的朋友,已注销,赵今麦的脸一星，林一的脸一星，沈月的脸一星，新颖的设定一星，田馥甄的歌一星😃,5,2022-06-18 13:06:53,162,1,1,1,0,1,1
3,一周的朋友,能年玲奈,前半段比较小清新也比较平淡，后半段反转后好看起来了。比其他国产青春片的优势在于没那么多爱情戏...期待之上,4,2022-06-18 14:43:46,70,0,0,0,0,0,0
4,一周的朋友,一点也不困,其实真的没有一些评论说的那么差，主演的哭戏真的很动人，后期眼泪一直忍不住流。也有很多很美的镜头，比如女主和金鱼店的镜头，男主女主躲保安的奔跑镜头。也给了原著漫画了一些镜头。作为国产化的改编作品，我给4分。,4,2022-06-18 19:55:10,54,0,0,0,0,0,0
5,一周的朋友,Laura-stq,沈月真的好适合大荧幕，好灵啊！,5,2022-06-18 13:26:18,71,1,1,1,1,1,1
6,一周的朋友,SleepingJungle,咱就是说 我就是赵今麦的五星脑残粉！麦宝！啊啊啊啊啊啊啊啊！,5,2022-06-18 16:13:47,64,1,1,1,1,0,1
7,一周的朋友,星竹,远高于预期 和日版也关系不大 就用到了一个失忆的设定 台湾人拍校园小清新保证了画面的可看度 全程的布景滤镜尽善尽美 每一帧都在给演员加分 逆光顺光露天室内白天黑夜 几个年轻人的脸没有一点瑕疵 故事虽然还是有点华语青春片的疼痛感 但已经尽可能地让高中生的生活有一些不一样的东西可以看 最后二十分钟的回忆串联看得我眼泪哗哗地掉 林一很惊喜 比之前电视剧里放开了很多 哭戏也代入得很好 看得出成长,4,2022-06-19 14:32:50,19,0,0,0,0,0,0
8,一周的朋友,Bei,虽然很蠢，但真的好喜欢啊呜呜。四星虽然是私心，但在如今的内地青春片里，真的很缺少这一类影片啊。赵今麦，好好演戏，接更多的好剧本，未来可期，你会拿到更多更好的成绩的。（ps：看到成都读本屋那一处取景真的太惊喜了！）,4,2022-06-18 16:42:48,57,0,0,0,0,0,0
9,一周的朋友,罗曼蒂克黑,女生都太好看了吧,4,2022-06-18 14:44:16,48,1,1,1,1,1,1
10,一周的朋友,司徒晓橙,就冲孝谦对这个片子的用心，就值得五星，虽然还是有很多不一定落地的地方，但是却已经很不错了，些许的小点却是感人的瞬间，加油！,5,2022-06-19 03:58:13,15,0,0,0,0,0,0
11,一周的朋友,梁少侠,虽然大部分中学感情，最后都会分道扬镳，但哪怕有那么一周、一月、一年，有人可以理解你的过去，相信你的未来，接受你的现在，那也是人生最珍贵的记忆！,4,2022-06-20 00:35:02,10,0,0,0,0,0,0
12,一周的朋友,每天都吃饱,怎么会有人在失忆以后，再遇到之前喜欢的人还是会一见钟情啊😭😭,4,2022-06-18 12:57:26,49,0,0,0,0,0,1
13,一周的朋友,不知道为什么,林一很好看啊！赵今麦很好看啊！,4,2022-06-20 12:57:55,2,1,1,1,1,1,1
14,一周的朋友,抹茶奶盖,我的嘴角就没有放下来过呜呜呜呜麦麦出场的时候我也很心动！！！这是一个普通又不平凡的青春故事✓,4,2022-06-18 15:35:38,51,0,0,0,0,0,0
15,一周的朋友,蛋挞达人,赵今麦好会哭🥰希望她以后多演电影,5,2022-06-18 14:42:21,41,1,1,1,1,1,0
16,一周的朋友,J,有拍出青春！友情！爱情！悲伤！各种情绪！是⭐⭐⭐⭐⭐好作品来着。演员是一群极具少年气息的青年演员，演技都可。两位女生就不用说了，之前的作品口碑都是可以的，一一因为傻白甜的甜剧男主人设担心电影很难挑得起来，但是只能说多虑了。颜值特抗打之余，哭戏还有对女主甜甜的爱慕都通过演技展现出来了。凌晨随意看是的观影，没想到是这么一部不错的剧。看过日本版的，就说这逻辑和情节相比之下我们的更好，更虐。,5,2022-08-10 00:41:45,0,0,0,0,0,0,0
17,一周的朋友,Daisy🍃呀,“原谅我这勇敢的懦弱。”我一个人在第五排哭的撕心裂肺，我后面一排的少男少女，从头笑到尾。,5,2022-06-18 17:06:22,24,0,0,0,0,0,0
18,一周的朋友,多喝水c,其实还可以啊，全程不会无聊，反转外挺惊喜的 没看过原著，三个主演都太好看啦,4,2022-06-21 11:18:48,1,0,0,0,0,0,0
19,一周的朋友,布朗柠,没有想象中那么难看耶！甚至还有点感动，滴了几滴眼泪💧一开始关于朋友的记忆只有七天的情节确实很扯，但后面圆回来了，逻辑能自洽，导演和编剧并没有把观众当傻子看。可以！主题曲的歌词搭配着剧情也显得不那么堆砌词藻了，挺好的，值得一看👍,4,2022-06-19 21:28:52,8,0,0,0,0,0,0
20,一周的朋友,玉兔捣药,事实证明 一见钟情的人失忆重新再遇见一次仍然会一见钟情🤧,4,2022-06-18 16:42:35,25,0,0,0,0,0,0
21,一周的朋友,qiaoqiaoke,因为喜欢演员，所以看的。这里沈月的性格确实显得湘之有些沉闷。这是警示片吧！1、不会游泳别下水；2、没事去学个游泳吧，关键时刻可自救。也是爱情片：1、爱你的人，不管在何时都会再次爱上你。,4,2022-08-09 20:52:05,0,0,0,0,0,0,0
22,一周的朋友,某杭,主要来看麦麦的🥰豆瓣评分很低，所以我期望值也很低，总得来说是超过我预期很多的。我预期大概就是一部5.5分左右的片，看完之后让我打分可以打到7.5。一周的朋友动漫我大学的时候看的，有七八年了，比较奇怪现在居然在中国改编成了电影。对原著的改编挺合理，比较不足的就是叙事结构不太好，前期比较好，后期解密的时候有点拖沓，如果后半段编排好一点对整体节奏提升会很大。,4,2022-06-19 17:43:38,7,0,0,0,0,0,0
23,一周的朋友,久祎,人间理想赵今麦,5,2022-06-18 18:21:11,18,1,1,1,1,1,1
24,一周的朋友,菲娅菲0603,林一沈月how pay，没有人磕欢喜冤家徐又树宋晓楠吗！！！！！！！！,5,2022-06-18 16:17:19,32,1,1,1,1,1,1
25,一周的朋友,AKA·白岩龙,角色贴脸真的很重要！选角都好好！,5,2022-08-08 10:25:10,2,1,1,1,1,1,1
26,一周的朋友,阿晨,如果对朋友的记忆只有一周，你该怎么做？看完这部影片，就会有了答案。疾病背后 实际蕴藏着更悲伤的秘密。学生们正好刚开学，这部影片上映还是蛮应景的，也让我回忆起自己学生时代的伙伴们，回忆起与他们成为朋友的过程，以及与他们一起度过的那段青春时光。,4,2022-06-23 15:12:38,0,0,0,0,0,0,0
27,一周的朋友,俺饿了,五星给麦麦的演技和林一的颜值。,5,2022-06-18 14:44:55,30,1,1,1,0,1,1
28,一周的朋友,气功大师,比预想的好很多 前面还蛮好笑的 后面挺意想不到 还有就是大家都好可爱噢噢噢！！！总的来说是部合格的青春电影！,5,2022-06-18 17:19:08,26,0,0,0,0,0,1
29,一周的朋友,呆梨,回忆承载着我们的过去，也成就了我们的现在，生命中的伤痛陪伴我们成长，成为其有意义的存在，我相信这场烟火，你也在某个地方观看，我会永远永远想念你，绽放只是瞬间，但友谊却能永恒，谢谢你们，理解我的过去，相信我的未来，并且，接受我的现在，我们永远都是，一周的朋友。,4,2022-06-20 22:55:44,4,0,0,0,0,0,0
