,movie_name,id,short_comment,score,comment_time,votes,Fake,Marker1,Marker2,Marker3,Marker4,Marker5
0,盛夏未来,弃权用户967667,Airpods对世界最大的改变就是青春片再也不会从袖子里掏出耳机线了,4,2021-07-30 22:05:01,10094,0,0,0,0,0,0
1,盛夏未来,韦斯安徒生,其实这部电影讲的是，无论你喜欢的是同性还是异性，爱情的样子不会有什么区别。,4,2021-07-29 20:13:13,6976,0,0,0,0,0,0
2,盛夏未来,擢宁,对不起，ming是男是女怎么了吗？zyx是gay对剧情有影响吗?不都是“我爱你，但你不爱我”的故事吗？“你好好拍少男少女的青春爱情电影那么难吗”妈的，看到这句血压飙升，青春爱情电影就一定要是异性恋叙事吗?青春就一定不会遇到性少数群体吗?性少数一定要在“正常”的青春爱情电影里面隐形吗?“给BL打掩护”？他妈的这就BL了?这就爆炸了?这还是🌈 片?只是觉得各位在扣帽子的时候是不是应该还回归到一个个体的小视角...别一上来就骗婚，渣男，显得自己很脑残。,4,2021-07-31 21:38:10,3934,0,0,0,0,0,0
3,盛夏未来,HarperDie,陈正道是真的把审查标准摸透了，观众角度能从少年少女的互动中获得乐趣和悲伤，而从解读影片层面，又包含着对青春期人群情感的关注、性取向的探索、得与失的微妙辩证关系。父母对待情感关系的副线，拿捏得当，既是成人化的角度补充，也对少年情感的追寻进行了有利佐证。片末电音节郑宇星和陈辰的对话内容，把影片的质素整体抬升，不再拘泥于青春二字。吴磊找到了现阶段最适合他，也是其个人非常重要的一个角色。拥抱你，会不会更寂寞。拥抱自己，不再会孤单。,4,2021-07-29 20:40:25,4551,0,0,0,0,0,0
4,盛夏未来,CHAO胖,张子枫和吴磊唱《拥抱》的时候，我在怀念已经逝去的青春（《盛夏光年》）。今年最爱的院线之一。,5,2021-07-29 23:49:57,4335,0,0,0,0,0,0
5,盛夏未来,阿德,国产青春片能做到贴近社会和家庭现实就已经成功一大半，加上张子枫、吴磊的化学反应，郝蕾、祖峰的表演厚度，以及创作者的“巧思”，整体完成度超出预期不少。个人年度国产十佳之一，《少年的你》之后最好的青春片。陈正道牛逼！,4,2021-07-30 01:03:50,4102,0,0,0,0,0,0
6,盛夏未来,cult,作为近年来最优秀的华语青春片，《盛夏未来》有着一切优质青春片该有的样子，主角们的青春活力、勇敢无畏、困惑与迷茫、家庭的不美满，更重要的当然还有成长。电影也没有落入两位年轻的两位主角爱得死去活来的俗套，而是在一种暧昧又欢愉的气氛下戛然而止，给观众更多的遐想空间。张子枫与吴磊CP感十足， 最萌身高差下的化学反应不难从影片前半程观众们的欢笑声中发掘。郝蕾饰演的陈辰母亲，作为一个并不讨巧的角色，非常完美的演绎了母女间巨大的沟通隔膜以及背后母爱的伟大。这也是我第一部在大银幕上观看的，有众多当下年轻人喜欢用的社交软件，且参与比重非常大的影片，尤其是在郑宇星与SIRI互动的场景，影厅中有好几位观众的SIRI被唤起，产生了非常奇妙的通感及观影体验。,5,2021-07-28 16:41:31,3659,0,0,0,0,0,0
7,盛夏未来,王大根,作为商业向的青春片，能够落在“青春充满遗憾，但那样也很好”这么克制的点上，已经很值得叹服，但更重要的还是拍出了“当代感”，这点足以吊打各种撑着怀旧拐杖不肯撒手的国产青春片了。吴磊浪费了这么多年的花期，能够在青春的尾巴上演到这么一部，我可以安息了！,4,2021-07-30 16:37:42,1989,0,0,0,0,0,0
8,盛夏未来,居无间,轻喜剧版《少年的你》，轻盈而犀利。且很“新”，有鲜明的时代特征，一部属于当下的、真正拍给Z世代的青春片。剧本非常纯熟，调性由喜转悲，拥有极强的青春能量和隐晦的批判力度。一开始的“错位”技巧用得相当巧妙，从两位少年，逐渐到三个人，四个人……楼下四人对戏，几乎每句话都是笑点，真是厉害。而后，影片借由两位少年的出走，以柔性的方式向学 校和家庭做出了反抗。影片的空间景观序列是很大的亮点，从教室，到舞池，再到电音现场，联同抖音这样小小的所在，都构成了独属于年轻人的世界/阵地。张子枫好灵，她每一次的情动时刻都如此动人。吴磊终于找到了适合他的角色。两人的慰藉之吻太棒了，不是双向的爱情，却又超越了爱情。,4,2021-07-29 23:52:19,3062,0,0,0,0,0,0
9,盛夏未来,Ion,①剧作：相当接地气，展现了Z世代主流媒介，第一个镜头就是竖屏抖音视频画面，更多次出现抖音视频，直播，Siri，电子音乐，电音节…边吃饭边讨论题、同学起哄、按成绩排名轮番换座位等中学生活细节都相当真实，激起观众共鸣“我希望我们都能够更诚实的面对自己，都能够变得更勇敢”是影片主题，“秘密”、“谎言”、“演戏”是关键情节元素，两代人都持有秘密，都编织了谎言，在对方面前演戏，最后，两代人都勇敢面对自己的秘密，实现了成长②表演：张子枫一如既往地永远会给你惊喜，自然生动，细腻准确，轻盈灵动，每个眼神都盈溢着情感。醉酒的样子太可爱了，结尾长发真好看，真是久违了。吴磊进步很大③市场：之前都说这届00后已经不去电影院了，希望这部真正以Z世代人为主角，讲述Z世代的青春故事能使这届00后重新走进影院吧，市场需要它,4,2021-07-28 23:22:31,2388,0,0,0,0,0,0
