,movie_name,id,short_comment,score,comment_time,votes,Fake,Marker1,Marker2,Marker3,Marker4,Marker5
0,心灵奇旅,KD6-3.7,我顶着豆瓣9.2我也要说，皮克斯就这？还碰瓷头脑？车3都不如；故事主题是挺安慰社畜的，可是这剧本写的就有问题还没讲好；全电影都很赶，和看2倍速一样，全是剧情推着角色在走，打npc呢？皮克斯这点一直都不改；故事感情就摸了一下树叶这么简单就懂了？结尾还大团圆？主角牺牲的意义呢？不如《头脑特工队》和《Coco》一颗脚趾头…连《赛车总动员3》里面主角的退休的感情都比这部有感染力…,1,25/12/2020 20:57,596,0,0,0,0,0,0
1,心灵奇旅,张春[阿卡纳],装作正能量已经很累了，还要改造我的心灵！太残忍了！我就想把生活过得稀烂！！,1,29/12/2020 17:37,267,0,0,0,0,0,0
2,心灵奇旅,猫龟,男主角完成弹钢琴演奏任务以后累觉不爱，同时领悟到平凡地过日子吃喝拉撒才最可贵是生活的全部意义，于是便怀着一颗感恩的心又回去做人了，还顺便把另一个千年厌世的灵魂也成功感化（拖下水），兴高采烈跑去fzz锅嘉投胎，爱弹爵士乐的黑皮社畜的魅力大无边，历届伟人都无法搞定的高难度驯魂工作他就这样轻轻松松地搞定了。这种毫无特色的对着观众猛灌浓汤宝的陈腔滥调剧情实在是太无味了，观影过程中各种出戏，一边看电影一边做其他事情，就这样浪费了一个晚上的时间，本来完全可以早点回去睡觉的，又因为绚丽多彩的画风线条人肥猫什么的又舍不得中途弃，目前只靠骗骗眼睛留住观众的皮克斯，当年看赛车总动员那种朴素的感动，简单的乐趣已经不复存在了。,1,28/12/2020 20:53,64,0,0,0,0,0,0
3,心灵奇旅,夯亨,是我眼花了吗？动画片也要搞个有色皮肤，才能上映？,1,28/12/2020 6:45,17,0,0,0,0,0,0
4,心灵奇旅,nn,人人都在过着平淡的生活，这些精英制片，导演没必要特意强调平淡生活的好，这就是我们每天经历的。反而精英们才缺乏这样的体验吧,1,27/12/2020 14:44,10,0,0,1,0,0,0
5,心灵奇旅,该Yann你去光禹,巨难看，看了一个小时叽叽喳喳不知所云，年龄越大越讨厌迪士尼和皮克斯动画里的笑点，泪点和煽情也尬得要死。,1,6/1/2021 17:52,12,0,0,0,0,0,0
6,心灵奇旅,躺倒,虽然喜欢TinaFey，但是看了半个小时就看不下去了。尤其这个投胎世界的设定，啰嗦、无聊。,1,31/12/2020 21:19,7,0,0,0,0,1,0
7,心灵奇旅,Aletheia,评分有点情绪化，因为抱着极大的期待最后相当失望。别的且不说，两点吐槽。一、现在电影灌人生理想的鸡汤是否就只能想到搞音乐？搞音乐就只能想到爵士乐？是的说的就是你们，寻梦环游记、爱乐之城，三个我都一毛钱没被感动到。我已经厌倦了「音乐理想=浪漫情怀」（反之初等教育/金融=庸碌无为/丢失灵魂）的东方主义式想象，事实是搞音乐首先必须有高天赋，其次是极其、极其艰苦的练习，是PRACTICE，不是说漂亮话。二、影片灵魂类似投胎的设定，预设了所有人的出生都是等同的。但，就，并不是啊。人的出生是不可选择的，就是不平等的。看看这些生而为女人，为穷人，为有色人种，为少数群体的人，这些失去家园者、受饥受冻者、被侮辱与被伤害的人，这讲英语的灵魂学校道貌岸然的设定简直恶心人。22最后不就跳到咱国投胎了么。,1,16/1/2021 1:48,5,0,0,0,0,1,0
8,心灵奇旅,花花,如此匮乏的想象力，令人厌恶的政治正确，大概从5分钟开始我就对这部电影失去了兴趣，宫崎骏爷爷每天早上丢的垃圾就是皮克斯吧。,1,28/12/2020 22:12,1,0,0,0,0,0,0
9,心灵奇旅,小叶榄仁,"为什么能发offer的校长、能调换灵魂的舵手是白人？为什么能改变别人命运的都是白人？为什么能当基金经理的是白人？理发的做衣服的都是黑人？理发做衣服也是黑人文化优越性吗？为什么黑人终于摸到梦想后要觉得「梦想也不过如此、还不如看看树叶」？奥巴马也是黑人。又怎么样呢。

“想起那天在话梅 你说yaoyao审美很好，我说有什么用呢，确实很长一段时间会觉得活着没有什么太大的用处感到不好意思。今天看完这个电影，好像对为什么活着这个老套的问题有了一个温柔的答案。”
“我从小喜欢看世界的各种颜色以及光能照到的地方的形状，会让我容易出神。哇，今天看这个电影里那个负面灵魂22号最后在人间的样子，觉得简直就是我自己。”
能来地球一趟，真好。",1,4/1/2021 13:58,5,1,1,1,1,1,1
10,心灵奇旅,廿四格影,那个关于一条鱼的故事，我看就是电影阐述的核心了！以一部动画电影来说，想象力顶多说是一般，其次所要讲述、呈现和表达的也趋于老调；关于爵士乐、关于存在主义、关于形而上学的探索，关于灵魂的思考和挖掘，皆停留在了表层，且最终还是回归到了千篇一律的教条之上 … 皮克斯上一部作品《1/2魔法》（2019），口碑总体看来一般，但我还是喜欢（尚可）！但这一部口碑“爆棚”的新作，我却喜欢不上 … 豆瓣评分我自起初以来的态度就是：不参考、不参与也不在乎！我自己的感受永远摆在第一位，尽管大多时候会有所偏差，即是精神上自我折磨和分裂！————— 🔴 2020 🔵 美国【12月【🟢】【➊】】【2020 ▲ 547】【皮克斯 第23部 作品】【≈ 101分钟】【原版 ★ 中文字幕】【⭐】◀▶【⭐⭐⭐】,1,26/12/2020 22:24,7,0,0,0,0,0,0
11,心灵奇旅,zym16zym,这是一部献给全世界卢瑟人的温情片，全世界都被这种以普世价值观为华丽外衣，还都自以为是国王，其实你就是卢瑟的童话给温水炖了。,1,6/1/2021 0:40,2,0,0,0,0,0,0
12,心灵奇旅,test,"我的妈呀,这个破电影,设计了个啥玩意儿??男主凭什么就比地球人多活一条命?纽约几条街就代表整个地球啦?啥狗屁逻辑. 22号的火花到底是个啥?没说. 男主再活一次然后嘞??他得到了人生高光时刻反过来劝解大家平平淡淡才是真? 瞎几把扯淡还8.8分.滚粗.垃圾电影.",1,16/6/2021 1:04,2,0,0,0,0,0,0
13,心灵奇旅,量子纠缠,现在看到这种题材真的只有翻白眼。男人才配谈梦想吧,1,22/12/2020 17:31,1,0,0,0,0,0,1
